bub_id,n_solves,total_bem_s,total_assemble_s,total_solve_s,mean_f_unit_hz,median_f_unit_hz,min_f_unit_hz,max_f_unit_hz
36250,9,5.8816,5.6807,0.2008,5.3637,5.3382,5.3292,5.5825
36262,1,0.2295,0.2203,0.0092,5.3308,5.3308,5.3308,5.3308
36288,1,0.4607,0.4342,0.0265,5.3468,5.3468,5.3468,5.3468
36309,1,0.2165,0.2069,0.0096,5.3486,5.3486,5.3486,5.3486
36371,7,1.6382,1.5571,0.0812,5.332,5.3271,5.3231,5.3568
36390,1,0.3903,0.3676,0.0227,5.3672,5.3672,5.3672,5.3672
36407,1,0.2299,0.2197,0.0102,5.3348,5.3348,5.3348,5.3348
36410,1,0.2489,0.236,0.0129,5.3257,5.3257,5.3257,5.3257
36413,84,48.2956,46.4952,1.8004,5.3619,5.3311,5.3122,5.7516
36435,1,1.0058,0.9868,0.019,5.3358,5.3358,5.3358,5.3358
36452,1,0.6776,0.6642,0.0134,5.3311,5.3311,5.3311,5.3311
36501,3,2.6228,2.5747,0.0481,5.5145,5.3257,5.3141,5.9038
36532,1,1.1649,1.1453,0.0196,5.3673,5.3673,5.3673,5.3673
36537,209,304.6218,299.6173,5.0045,5.4341,5.3752,5.3114,5.9059
36538,1,0.9137,0.8886,0.0251,5.3301,5.3301,5.3301,5.3301
36539,1,0.4068,0.3918,0.015,5.332,5.332,5.332,5.332
36541,1,0.7014,0.6806,0.0209,5.3447,5.3447,5.3447,5.3447
36547,2,0.9132,0.8794,0.0338,5.3561,5.3561,5.3238,5.3885
36587,20,16.3821,15.9622,0.4199,5.3792,5.3424,5.3143,5.728
36592,1,0.3695,0.3532,0.0163,5.3385,5.3385,5.3385,5.3385
36610,2,2.7524,2.6918,0.0606,6.2684,6.2684,6.0339,6.503
36612,1,1.2957,1.2684,0.0273,5.3398,5.3398,5.3398,5.3398
36616,1,0.5976,0.5765,0.0211,5.3636,5.3636,5.3636,5.3636
36641,1,0.9843,0.9647,0.0196,5.3418,5.3418,5.3418,5.3418
36642,1,0.3847,0.3699,0.0148,5.3384,5.3384,5.3384,5.3384
36643,1,0.3612,0.3457,0.0155,5.3363,5.3363,5.3363,5.3363
36644,1,0.709,0.6872,0.0217,5.8239,5.8239,5.8239,5.8239
36685,1,0.4408,0.4242,0.0167,5.3837,5.3837,5.3837,5.3837
36688,4,2.9184,2.8621,0.0563,5.3908,5.3281,5.3223,5.5846
36730,1,1.2911,1.2735,0.0176,5.3761,5.3761,5.3761,5.3761
36767,1,2.4781,2.4525,0.0255,5.3284,5.3284,5.3284,5.3284
36771,1,0.6086,0.5984,0.0103,5.3541,5.3541,5.3541,5.3541
36773,1,1.0209,1.0043,0.0167,5.3401,5.3401,5.3401,5.3401
36774,1,1.523,1.502,0.0211,5.6692,5.6692,5.6692,5.6692
36775,1,0.9599,0.9424,0.0176,5.3249,5.3249,5.3249,5.3249
36798,91,56.8703,54.9519,1.9184,5.4003,5.3362,5.3056,6.1333
36823,8,6.1248,5.8792,0.2455,5.561,5.5746,5.3818,5.6836
36855,1,0.3275,0.307,0.0205,5.355,5.355,5.355,5.355
36859,1,2.5432,2.3899,0.1534,5.5515,5.5515,5.5515,5.5515
36871,8,11.2699,10.8546,0.4153,5.3862,5.331,5.3252,5.7442
36872,12,5.7049,5.4096,0.2954,5.413,5.3403,5.3218,5.7819
36888,1,0.4025,0.3773,0.0252,5.6114,5.6114,5.6114,5.6114
36893,30,9.5445,9.0616,0.4829,5.3491,5.3281,5.3026,5.4935
36897,1,0.8255,0.8006,0.0249,5.3354,5.3354,5.3354,5.3354
36912,74,32.2482,30.6737,1.5745,5.3756,5.3402,5.3096,6.0228
36913,1,0.3279,0.3096,0.0184,5.3142,5.3142,5.3142,5.3142
36921,1,0.4029,0.3783,0.0246,5.9523,5.9523,5.9523,5.9523
36923,1,0.2353,0.2255,0.0098,5.3331,5.3331,5.3331,5.3331
36924,1,0.3732,0.3497,0.0235,5.3408,5.3408,5.3408,5.3408
36927,1,0.2878,0.2688,0.0191,5.3353,5.3353,5.3353,5.3353
37022,21,7.6104,7.1814,0.4291,5.3801,5.3461,5.3163,5.8172
37023,321,226.6147,219.642,6.9727,5.3833,5.3324,5.3082,6.4818
37036,1,0.3153,0.2968,0.0185,5.3459,5.3459,5.3459,5.3459
37038,4,1.6463,1.578,0.0683,5.4388,5.3369,5.3288,5.7527
37047,14,12.4926,12.1532,0.3394,5.4476,5.3667,5.321,5.9601
37051,1,0.4167,0.4006,0.0161,5.3216,5.3216,5.3216,5.3216
37059,1,0.5981,0.5806,0.0176,5.3117,5.3117,5.3117,5.3117
37060,1,0.4025,0.3862,0.0163,5.3329,5.3329,5.3329,5.3329
37063,1,0.385,0.37,0.0151,5.3524,5.3524,5.3524,5.3524
37064,1,4.727,4.6635,0.0635,5.5521,5.5521,5.5521,5.5521
37080,2,2.5068,2.4584,0.0484,5.4752,5.4752,5.4732,5.4772
37081,1,0.562,0.5423,0.0197,5.3085,5.3085,5.3085,5.3085
37094,30,11.2345,10.6924,0.5422,5.3419,5.332,5.3151,5.4324
37109,229,103.1943,98.1647,5.0296,5.3607,5.338,5.3095,5.7087
37110,10,2.9642,2.7721,0.1921,5.3407,5.3396,5.3081,5.3759
37114,2,0.5778,0.5481,0.0297,5.5162,5.5162,5.3266,5.7058
37122,80,81.9981,80.5789,1.4192,5.3733,5.3303,5.3118,5.9895
37124,1,1.9679,1.949,0.0189,5.6249,5.6249,5.6249,5.6249
37207,1,1.1418,1.1285,0.0133,5.3103,5.3103,5.3103,5.3103
37238,107,116.5396,113.8833,2.6563,5.3842,5.3363,5.3108,5.7812
37239,205,149.4983,144.2474,5.2508,5.3895,5.3576,5.3044,5.8484
37245,1,2.3048,2.2367,0.0681,5.581,5.581,5.581,5.581
37249,1,0.2957,0.275,0.0206,5.7109,5.7109,5.7109,5.7109
37251,9,6.0205,5.8539,0.1666,5.4493,5.3417,5.3202,5.8514
37253,262,124.8837,119.6824,5.2013,5.3535,5.3383,5.3123,6.3815
37254,11,3.3927,3.1999,0.1928,5.3327,5.3335,5.317,5.3428
37255,1,0.3366,0.3164,0.0202,5.3549,5.3549,5.3549,5.3549
37256,1,0.3356,0.3146,0.021,5.3467,5.3467,5.3467,5.3467
37271,6,1.5306,1.4512,0.0794,5.3354,5.3331,5.3295,5.3466
37272,300,181.3438,174.9593,6.3845,5.3811,5.3361,5.3045,7.2135
37287,5,4.4667,4.2796,0.1871,5.3974,5.3352,5.3198,5.6739
37318,29,11.2656,10.701,0.5646,5.3546,5.334,5.3018,5.5037
37335,2,0.5381,0.5001,0.038,5.3428,5.3428,5.3183,5.3672
37336,2,0.9316,0.8935,0.0381,5.45,5.45,5.3413,5.5588
37339,48,30.2171,28.6126,1.6045,5.4113,5.3416,5.3123,6.7673
37340,14,67.665,66.265,1.4,5.4671,5.368,5.3146,5.6812
37354,1,0.815,0.7955,0.0195,5.3829,5.3829,5.3829,5.3829
37355,1,1.1266,1.103,0.0236,5.4568,5.4568,5.4568,5.4568
37356,1,0.8851,0.8656,0.0195,5.3261,5.3261,5.3261,5.3261
37365,1,1.2408,1.2232,0.0176,5.8134,5.8134,5.8134,5.8134
37369,1,0.8894,0.8686,0.0208,5.9367,5.9367,5.9367,5.9367
37372,1,1.0028,0.9815,0.0213,5.3273,5.3273,5.3273,5.3273
37380,10,27.7457,27.4819,0.2637,5.4408,5.3597,5.3261,5.7626
37399,2,1.8661,1.8283,0.0379,5.3263,5.3263,5.3189,5.3337
37400,2,7.2082,7.1259,0.0823,5.5044,5.5044,5.3408,5.668
37409,4,5.769,5.6797,0.0893,5.3533,5.3427,5.334,5.3937
37432,6,7.3061,7.1422,0.164,5.39,5.3613,5.3224,5.5612
37433,1,0.5465,0.52,0.0265,5.9046,5.9046,5.9046,5.9046
37444,52,15.5902,14.6644,0.9258,5.3443,5.3359,5.3125,5.491
37457,10,4.8113,4.5529,0.2584,5.478,5.3424,5.319,6.0171
37460,1,0.2757,0.2573,0.0184,5.3295,5.3295,5.3295,5.3295
37473,349,150.5125,143.2666,7.2459,5.3518,5.3412,5.2965,5.7684
37474,67,62.3207,60.8084,1.5124,5.464,5.3351,5.3054,6.742
37507,9,6.0424,5.8499,0.1925,5.4253,5.3341,5.318,5.8403
37545,1,0.5908,0.5689,0.0219,5.8444,5.8444,5.8444,5.8444
37551,1,0.3705,0.3537,0.0169,5.3317,5.3317,5.3317,5.3317
37552,1,0.5085,0.4878,0.0207,5.3553,5.3553,5.3553,5.3553
37553,1,0.4181,0.3984,0.0197,5.3213,5.3213,5.3213,5.3213
37589,4,1.3771,1.3148,0.0622,5.3246,5.3245,5.3227,5.3267
37590,5,3.7274,3.6083,0.1191,5.6936,5.7791,5.3158,6.0497
37649,2,4.1817,4.0726,0.1091,5.4881,5.4881,5.3598,5.6165
37661,1,0.3326,0.3106,0.022,5.3283,5.3283,5.3283,5.3283
37672,1,0.3963,0.3723,0.024,5.4737,5.4737,5.4737,5.4737
37688,1,0.3172,0.2978,0.0195,5.3225,5.3225,5.3225,5.3225
37696,1,0.2951,0.2761,0.0191,5.3315,5.3315,5.3315,5.3315
37698,1,0.4124,0.3894,0.023,5.3353,5.3353,5.3353,5.3353
37769,7,1.9243,1.8204,0.1039,5.3416,5.3377,5.3242,5.3668
37803,4,0.9574,0.9012,0.0561,5.3729,5.3719,5.3296,5.4183
37832,1,0.5469,0.5332,0.0136,5.3311,5.3311,5.3311,5.3311
37842,1,1.865,1.835,0.03,6.4383,6.4383,6.4383,6.4383
37853,1,1.5452,1.5175,0.0278,5.3587,5.3587,5.3587,5.3587
37859,1,0.5872,0.5724,0.0148,5.3287,5.3287,5.3287,5.3287
37874,1,0.4887,0.4739,0.0148,5.3445,5.3445,5.3445,5.3445
37876,1,1.5927,1.567,0.0257,5.5995,5.5995,5.5995,5.5995
37882,1,1.8266,1.8085,0.0181,5.8839,5.8839,5.8839,5.8839
37904,7,8.2956,8.1357,0.1599,5.6154,5.6129,5.3212,5.9461
37918,4,3.1233,3.0314,0.0919,5.4815,5.3342,5.321,5.9366
37919,1,1.2735,1.2431,0.0304,5.6072,5.6072,5.6072,5.6072
37956,1,6.1411,6.0626,0.0785,5.6465,5.6465,5.6465,5.6465
37979,4,1.8546,1.7827,0.0719,5.3337,5.3327,5.326,5.3435
37987,1,0.4027,0.3873,0.0154,5.3357,5.3357,5.3357,5.3357
38024,1,0.5957,0.5752,0.0205,5.4933,5.4933,5.4933,5.4933
38027,1,0.5793,0.5578,0.0215,5.325,5.325,5.325,5.325
38028,1,1.0743,1.048,0.0263,5.3758,5.3758,5.3758,5.3758
38061,8,4.05,3.8852,0.1648,5.338,5.3352,5.3095,5.3727
38143,5,3.8589,3.7664,0.0925,5.3863,5.3449,5.3276,5.5696
38144,1,0.9717,0.951,0.0207,5.8412,5.8412,5.8412,5.8412
38155,1,0.562,0.5436,0.0184,5.333,5.333,5.333,5.333
38167,1,0.7215,0.7033,0.0182,5.3059,5.3059,5.3059,5.3059
38168,1,0.6428,0.6226,0.0202,5.3339,5.3339,5.3339,5.3339
38184,284,178.9732,173.2706,5.7026,5.3644,5.3353,5.3072,6.3758
38200,1,0.2526,0.2355,0.0171,5.397,5.397,5.397,5.397
38228,1,0.8522,0.8153,0.0369,6.2378,6.2378,6.2378,6.2378
38234,1,0.2283,0.2133,0.015,5.3525,5.3525,5.3525,5.3525
38235,1,0.2134,0.2015,0.0119,5.3271,5.3271,5.3271,5.3271
38237,1,0.2634,0.2453,0.0182,5.3179,5.3179,5.3179,5.3179
38238,1,0.4157,0.3959,0.0198,5.3257,5.3257,5.3257,5.3257
38271,1,0.2303,0.2153,0.0151,5.3186,5.3186,5.3186,5.3186
38354,157,84.7077,80.5336,4.1741,5.456,5.3408,5.3116,6.5483
38355,180,62.7486,59.3952,3.3534,5.3521,5.3351,5.3094,5.9852
38369,1,0.6917,0.6632,0.0286,5.8934,5.8934,5.8934,5.8934
38381,1,0.2373,0.2239,0.0134,5.3306,5.3306,5.3306,5.3306
38387,1,0.2324,0.2186,0.0138,5.3438,5.3438,5.3438,5.3438
38395,1,0.27,0.2522,0.0178,5.334,5.334,5.334,5.334
38397,1,0.2241,0.2145,0.0096,5.3392,5.3392,5.3392,5.3392
38400,7,2.3784,2.2383,0.14,5.3808,5.3265,5.3225,5.649
38405,1,0.3582,0.3388,0.0194,5.3276,5.3276,5.3276,5.3276
38406,1,0.2897,0.2756,0.0141,5.3411,5.3411,5.3411,5.3411
38418,1,0.4474,0.4281,0.0193,5.3325,5.3325,5.3325,5.3325
38422,2,1.1646,1.1196,0.045,5.5,5.5,5.3339,5.6661
38464,22,18.8107,18.3274,0.4834,5.5376,5.5577,5.3152,5.8748
38467,6,8.7848,8.6702,0.1146,5.3494,5.3482,5.3167,5.3824
38482,1,8.019,7.941,0.078,5.6616,5.6616,5.6616,5.6616
38483,2,2.3775,2.3333,0.0442,5.3601,5.3601,5.3361,5.3842
38486,1,0.5545,0.5388,0.0157,5.4168,5.4168,5.4168,5.4168
38490,1,0.7494,0.7318,0.0176,5.319,5.319,5.319,5.319
38502,1,0.5725,0.5572,0.0153,5.3336,5.3336,5.3336,5.3336
38503,1,0.5347,0.5195,0.0152,5.3591,5.3591,5.3591,5.3591
38522,1,0.5575,0.5434,0.0141,5.3701,5.3701,5.3701,5.3701
38523,1,2.57,2.5418,0.0282,5.5458,5.5458,5.5458,5.5458
38524,1,0.5659,0.5498,0.0161,5.3331,5.3331,5.3331,5.3331
38530,1,1.2633,1.2432,0.0201,5.732,5.732,5.732,5.732
38566,5,7.6313,7.5354,0.0959,5.6303,5.5516,5.3293,5.9767
38571,1,0.7157,0.6961,0.0196,5.34,5.34,5.34,5.34
38572,3,3.7475,3.6879,0.0596,5.5907,5.6038,5.385,5.7832
38576,1,0.573,0.5605,0.0125,5.326,5.326,5.326,5.326
38597,1,0.6333,0.617,0.0164,5.3303,5.3303,5.3303,5.3303
38611,1,0.6929,0.6752,0.0177,5.3712,5.3712,5.3712,5.3712
38622,6,10.9936,10.8375,0.1561,5.4702,5.343,5.3339,5.7915
38625,1,0.5769,0.5587,0.0181,5.3334,5.3334,5.3334,5.3334
38632,1,0.8245,0.8046,0.0198,5.3235,5.3235,5.3235,5.3235
38637,1,0.7692,0.7431,0.0261,5.3171,5.3171,5.3171,5.3171
38638,1,0.4816,0.4657,0.0159,5.3362,5.3362,5.3362,5.3362
38639,1,0.4607,0.446,0.0147,5.3246,5.3246,5.3246,5.3246
38672,301,142.7131,136.557,6.1561,5.3513,5.3394,5.3092,5.9915
38699,3,0.77,0.7176,0.0525,5.3369,5.3343,5.3303,5.3461
38700,1,0.3299,0.3081,0.0218,5.413,5.413,5.413,5.413
38744,1,0.5174,0.492,0.0254,5.6954,5.6954,5.6954,5.6954
38782,1,0.2611,0.2421,0.0191,5.3288,5.3288,5.3288,5.3288
38783,2,0.5952,0.5593,0.0359,5.528,5.528,5.3473,5.7088
38803,1,0.9003,0.8835,0.0168,5.3223,5.3223,5.3223,5.3223
38804,1,0.6247,0.6153,0.0094,5.3682,5.3682,5.3682,5.3682
38805,1,0.6581,0.647,0.0111,5.3277,5.3277,5.3277,5.3277
38806,1,0.6339,0.6248,0.0091,5.3327,5.3327,5.3327,5.3327
38867,1,0.7194,0.7047,0.0147,5.3215,5.3215,5.3215,5.3215
38884,3,3.06,3.0161,0.0439,5.5523,5.3506,5.3471,5.9591
38900,1,1.5377,1.5224,0.0153,5.8298,5.8298,5.8298,5.8298
38915,2,1.8738,1.8391,0.0346,5.3661,5.3661,5.3274,5.4049
38934,1,0.7729,0.7589,0.014,5.3285,5.3285,5.3285,5.3285
38936,1,0.7038,0.6887,0.0151,5.3706,5.3706,5.3706,5.3706
38945,2,4.3572,4.3072,0.05,5.818,5.818,5.3413,6.2948
38946,1,0.8316,0.8154,0.0162,5.3204,5.3204,5.3204,5.3204
38951,11,11.8035,11.6096,0.194,5.3389,5.333,5.3116,5.4022
38961,1,0.655,0.6416,0.0134,5.3275,5.3275,5.3275,5.3275
38988,1,0.6276,0.6141,0.0135,5.3233,5.3233,5.3233,5.3233
38994,2,1.959,1.9241,0.0349,5.3397,5.3397,5.3366,5.3428
38996,1,1.4963,1.4823,0.014,5.7789,5.7789,5.7789,5.7789
38998,1,0.7956,0.7826,0.013,5.3304,5.3304,5.3304,5.3304
38999,1,0.6813,0.6695,0.0118,5.3284,5.3284,5.3284,5.3284
39032,103,146.6416,143.9136,2.728,5.4421,5.3381,5.3107,6.8356
39033,9,6.551,6.3816,0.1694,5.3278,5.3283,5.3108,5.3464
39082,10,6.3618,6.1749,0.1869,5.3342,5.3295,5.3111,5.3665
39084,1,0.9242,0.902,0.0222,5.3412,5.3412,5.3412,5.3412
39093,14,10.8002,10.5293,0.2709,5.3664,5.3284,5.3049,5.6965
39121,5,2.8974,2.8041,0.0933,5.4423,5.3811,5.3343,5.6205
39122,4,2.82,2.739,0.081,5.4082,5.3264,5.3194,5.6606
39123,1,0.6573,0.6395,0.0178,5.355,5.355,5.355,5.355
39133,1,0.6028,0.5841,0.0186,5.3466,5.3466,5.3466,5.3466
39139,1,1.0958,1.0714,0.0245,5.8608,5.8608,5.8608,5.8608
39140,1,1.2557,1.2303,0.0254,5.4398,5.4398,5.4398,5.4398
39154,1,2.7062,2.6718,0.0344,5.7645,5.7645,5.7645,5.7645
39157,1,0.5704,0.551,0.0194,5.3385,5.3385,5.3385,5.3385
39158,1,0.8546,0.8326,0.022,5.3638,5.3638,5.3638,5.3638
39159,19,14.6483,14.3478,0.3004,5.366,5.338,5.309,5.8593
39160,4,3.2224,3.1818,0.0406,5.3491,5.3509,5.3187,5.3757
39176,1,2.7378,2.7125,0.0253,5.751,5.751,5.751,5.751
39204,1,0.9344,0.9192,0.0152,5.3168,5.3168,5.3168,5.3168
39205,1,3.3178,3.2947,0.0232,5.8851,5.8851,5.8851,5.8851
39225,6,11.6038,11.4931,0.1107,5.3886,5.3331,5.3255,5.5635
39226,1,0.6479,0.638,0.01,5.3284,5.3284,5.3284,5.3284
39228,3,3.6865,3.6429,0.0435,5.5561,5.4047,5.3335,5.9302
39229,1,2.6664,2.6462,0.0201,5.8376,5.8376,5.8376,5.8376
39235,1,1.3439,1.3268,0.0171,5.3469,5.3469,5.3469,5.3469
39241,4,12.7899,12.6336,0.1563,5.4272,5.3432,5.3266,5.6959
39242,1,0.6334,0.6219,0.0115,5.3271,5.3271,5.3271,5.3271
39248,1,1.4304,1.4142,0.0163,5.3435,5.3435,5.3435,5.3435
39250,1,0.9011,0.8888,0.0123,5.334,5.334,5.334,5.334
39252,1,0.7351,0.7257,0.0094,5.3286,5.3286,5.3286,5.3286
39275,4,15.6846,15.5152,0.1694,5.7534,5.8423,5.3387,5.9904
39310,1,2.2556,2.2254,0.0302,5.3619,5.3619,5.3619,5.3619
39311,19,22.4968,22.148,0.3489,5.4261,5.3602,5.3087,5.9
39321,1,1.4832,1.4605,0.0227,5.3258,5.3258,5.3258,5.3258
39326,1,0.7407,0.7228,0.0179,5.3242,5.3242,5.3242,5.3242
39327,7,9.9909,9.8419,0.1489,5.368,5.3334,5.3177,5.5407
39328,204,175.9785,171.77,4.2085,5.3676,5.3381,5.3068,5.8351
39353,6,2.302,2.1816,0.1204,5.3658,5.3675,5.3076,5.4153
39364,1,0.2706,0.2539,0.0167,5.3211,5.3211,5.3211,5.3211
39366,1,0.2148,0.2035,0.0112,5.319,5.319,5.319,5.319
39369,1,0.2042,0.1939,0.0103,5.3216,5.3216,5.3216,5.3216
39371,1,0.3125,0.2932,0.0193,5.3345,5.3345,5.3345,5.3345
39372,1,0.2294,0.2144,0.015,5.3703,5.3703,5.3703,5.3703
39373,1,0.8596,0.8288,0.0308,5.4504,5.4504,5.4504,5.4504
39374,3,2.6501,2.5608,0.0893,5.4924,5.5657,5.3258,5.5857
39385,1,0.3575,0.3351,0.0224,5.354,5.354,5.354,5.354
39387,5,2.4323,2.3056,0.1266,5.4042,5.3373,5.3276,5.673
39388,1,0.2872,0.2656,0.0216,5.3185,5.3185,5.3185,5.3185
39389,2,0.9682,0.9191,0.0491,5.3298,5.3298,5.3297,5.33
39410,1,0.4576,0.4324,0.0251,5.3236,5.3236,5.3236,5.3236
39413,1,0.2329,0.2169,0.016,5.3095,5.3095,5.3095,5.3095
39417,2,0.5583,0.5226,0.0357,5.4071,5.4071,5.3627,5.4516
39418,1,0.2535,0.2341,0.0194,5.3253,5.3253,5.3253,5.3253
39434,1,0.2142,0.2008,0.0133,5.3259,5.3259,5.3259,5.3259
39444,1,0.1927,0.1783,0.0144,5.4124,5.4124,5.4124,5.4124
39480,1,0.1911,0.178,0.0131,5.3334,5.3334,5.3334,5.3334
39481,2,0.4115,0.3811,0.0304,5.3463,5.3463,5.3424,5.3502
39501,3,0.8643,0.8052,0.0591,5.436,5.4601,5.3291,5.5187
39509,1,0.2812,0.2613,0.0199,5.3611,5.3611,5.3611,5.3611
39519,23,10.1294,9.7047,0.4247,5.3858,5.349,5.2965,5.7122
39525,1,0.7877,0.7645,0.0231,5.3654,5.3654,5.3654,5.3654
39536,1,0.3893,0.3709,0.0185,5.4382,5.4382,5.4382,5.4382
39539,1,0.3574,0.3423,0.0151,5.3801,5.3801,5.3801,5.3801
39542,2,7.5946,7.446,0.1487,5.7499,5.7499,5.3307,6.1691
39558,1,0.5064,0.4866,0.0198,5.3139,5.3139,5.3139,5.3139
39565,3,2.2908,2.2231,0.0678,5.515,5.3622,5.3284,5.8545
39585,5,2.241,2.1542,0.0868,5.3253,5.3266,5.3074,5.3422
39589,3,6.8087,6.6529,0.1559,5.5465,5.3343,5.3313,5.9739
39593,3,1.5794,1.5203,0.0592,5.3503,5.3362,5.3202,5.3946
39605,1,0.3792,0.3583,0.0208,5.3316,5.3316,5.3316,5.3316
39606,1,0.4391,0.417,0.0221,5.355,5.355,5.355,5.355
39607,5,2.5045,2.4019,0.1026,5.3377,5.3435,5.3176,5.3559
39608,5,6.4548,6.2789,0.1759,5.3957,5.3362,5.3214,5.6514
39631,1,0.2969,0.2867,0.0102,5.3277,5.3277,5.3277,5.3277
39638,6,4.1909,4.0509,0.14,5.3657,5.3656,5.3246,5.405
39678,2,1.3029,1.254,0.0489,5.3247,5.3247,5.3162,5.3332
39689,1,0.5472,0.5245,0.0226,5.3772,5.3772,5.3772,5.3772
39699,1,0.5325,0.51,0.0224,5.3642,5.3642,5.3642,5.3642
39722,1,0.703,0.6761,0.0269,5.3241,5.3241,5.3241,5.3241
39723,11,8.2232,7.9374,0.2858,5.4605,5.3522,5.3217,5.908
39724,158,120.4571,116.6983,3.7588,5.4131,5.3483,5.3077,6.1484
39727,1,0.2894,0.2652,0.0242,5.5404,5.5404,5.5404,5.5404
39730,1,0.1934,0.1787,0.0147,5.4178,5.4178,5.4178,5.4178
39737,1,0.1986,0.1859,0.0127,5.3299,5.3299,5.3299,5.3299
39740,1,3.1337,3.0187,0.1151,6.0475,6.0475,6.0475,6.0475
39741,1,0.2074,0.1963,0.0111,5.3306,5.3306,5.3306,5.3306
39754,2,0.5468,0.508,0.0387,5.3416,5.3416,5.3343,5.3489
39772,1,0.4497,0.4254,0.0242,5.3727,5.3727,5.3727,5.3727
39775,2,0.6772,0.6378,0.0394,5.5604,5.5604,5.3174,5.8034
39776,6,2.1852,2.0594,0.1258,5.4998,5.359,5.3334,5.8533
39780,2,1.9773,1.9381,0.0392,5.33,5.33,5.3183,5.3417
39802,2,3.2626,3.2214,0.0412,5.794,5.794,5.7662,5.8217
39824,1,1.204,1.1865,0.0176,5.339,5.339,5.339,5.339
39825,2,1.6526,1.6156,0.037,5.5723,5.5723,5.3587,5.7858
39826,13,11.6241,11.3977,0.2263,5.3773,5.3224,5.3067,5.7471
39833,1,0.6162,0.6001,0.0161,5.3225,5.3225,5.3225,5.3225
39836,1,1.1545,1.1384,0.0161,5.7324,5.7324,5.7324,5.7324
39852,1,0.529,0.5126,0.0164,5.3369,5.3369,5.3369,5.3369
39853,1,0.5325,0.5191,0.0134,5.3236,5.3236,5.3236,5.3236
39856,2,1.6292,1.5958,0.0335,5.327,5.327,5.3266,5.3274
39884,7,13.1941,13.015,0.1791,5.4127,5.3617,5.3313,5.7521
39911,1,0.6386,0.6197,0.019,5.3522,5.3522,5.3522,5.3522
39933,1,0.5372,0.5207,0.0166,5.3268,5.3268,5.3268,5.3268
39935,1,1.3172,1.2967,0.0205,5.6531,5.6531,5.6531,5.6531
39936,1,0.5973,0.5808,0.0164,5.3688,5.3688,5.3688,5.3688
39937,1,0.6477,0.6295,0.0182,5.3167,5.3167,5.3167,5.3167
39939,1,0.4579,0.4436,0.0144,5.3291,5.3291,5.3291,5.3291
39944,1,1.0083,0.9862,0.0221,5.3189,5.3189,5.3189,5.3189
39966,2,1.7662,1.7255,0.0406,5.5463,5.5463,5.3344,5.7581
39981,10,15.9994,15.6319,0.3675,5.413,5.3588,5.3206,5.6982
39999,11,15.4465,15.2046,0.2418,5.3879,5.3498,5.3145,5.727
40004,1,0.5446,0.5282,0.0164,5.4291,5.4291,5.4291,5.4291
40014,2,10.019,9.911,0.108,5.6678,5.6678,5.3326,6.003
40015,2,3.7294,3.6777,0.0517,5.5647,5.5647,5.3432,5.7861
40042,6,5.7224,5.602,0.1204,5.4631,5.4582,5.3141,5.6508
40057,1,0.5448,0.5303,0.0145,5.3313,5.3313,5.3313,5.3313
40058,1,1.2082,1.1874,0.0208,5.8866,5.8866,5.8866,5.8866
40059,1,1.3164,1.293,0.0235,5.3607,5.3607,5.3607,5.3607
40060,1,1.14,1.1218,0.0182,5.7096,5.7096,5.7096,5.7096
40100,1,0.6318,0.614,0.0178,5.3304,5.3304,5.3304,5.3304
40101,1,1.0065,0.9847,0.0218,5.3464,5.3464,5.3464,5.3464
40115,1,0.7955,0.7682,0.0273,5.3813,5.3813,5.3813,5.3813
40119,6,4.0173,3.9072,0.1101,5.3396,5.3346,5.3294,5.361
40139,134,146.8114,143.2912,3.5201,5.4206,5.3504,5.3027,5.9957
40171,1,0.3146,0.2986,0.016,5.3339,5.3339,5.3339,5.3339
40181,1,0.7323,0.706,0.0263,5.7109,5.7109,5.7109,5.7109
40182,1,0.7317,0.7072,0.0245,5.7195,5.7195,5.7195,5.7195
40183,1,0.8978,0.8659,0.0319,5.7637,5.7637,5.7637,5.7637
40205,2,0.6489,0.6134,0.0355,5.319,5.319,5.305,5.333
40233,1,1.687,1.6492,0.0378,5.7678,5.7678,5.7678,5.7678
40241,2,1.7429,1.6869,0.056,5.6858,5.6858,5.6842,5.6873
40253,2,0.904,0.8604,0.0436,5.3155,5.3155,5.3128,5.3181
40254,4,2.0411,1.9573,0.0838,5.3578,5.3502,5.3203,5.4104
40261,2,1.0268,0.9806,0.0462,5.3471,5.3471,5.3212,5.373
40266,1,0.3589,0.3414,0.0176,5.3061,5.3061,5.3061,5.3061
40267,4,1.5546,1.4784,0.0763,5.3534,5.3234,5.306,5.4607
40268,3,1.1804,1.122,0.0584,5.3271,5.3271,5.3175,5.3368
40274,1,0.2936,0.2839,0.0098,5.3306,5.3306,5.3306,5.3306
40275,1,0.4098,0.3877,0.0221,5.3652,5.3652,5.3652,5.3652
40287,10,6.0435,5.7959,0.2476,5.3787,5.3392,5.3185,5.6376
40303,1,0.3649,0.3417,0.0231,5.3323,5.3323,5.3323,5.3323
40306,1,0.3666,0.344,0.0227,5.3276,5.3276,5.3276,5.3276
40339,2,0.8017,0.7614,0.0403,5.3586,5.3586,5.3351,5.3822
40348,224,143.792,139.0992,4.6928,5.3989,5.3371,5.3111,6.556
40363,14,7.7404,7.5009,0.2395,5.36,5.3329,5.3083,5.7254
40364,23,15.1011,14.7432,0.3579,5.3384,5.3344,5.2965,5.3851
