bub_id,n_solves,total_bem_s,total_assemble_s,total_solve_s,mean_f_unit_hz,median_f_unit_hz,min_f_unit_hz,max_f_unit_hz
17848,5,2.787,2.6546,0.1324,5.7302,5.7114,5.3745,6.2398
17862,1,0.2794,0.262,0.0175,5.3121,5.3121,5.3121,5.3121
17875,1,0.1795,0.1648,0.0146,5.3583,5.3583,5.3583,5.3583
17881,1,0.2462,0.2271,0.0191,5.3882,5.3882,5.3882,5.3882
17882,1,0.2536,0.2337,0.0199,5.4561,5.4561,5.4561,5.4561
17890,1,0.2332,0.2228,0.0103,5.38,5.38,5.38,5.38
17914,1,0.2818,0.2637,0.0181,5.4749,5.4749,5.4749,5.4749
17919,2,1.0293,0.9782,0.0512,5.59,5.59,5.344,5.836
17924,1,0.7719,0.7342,0.0377,5.5506,5.5506,5.5506,5.5506
17937,1,4.0445,4.0171,0.0274,5.4911,5.4911,5.4911,5.4911
17939,1,0.5296,0.5171,0.0125,5.3338,5.3338,5.3338,5.3338
17940,1,5.1212,5.0728,0.0485,6.1633,6.1633,6.1633,6.1633
17941,1,2.0597,2.0434,0.0163,5.786,5.786,5.786,5.786
17943,1,1.761,1.735,0.0259,5.3283,5.3283,5.3283,5.3283
17945,1,0.5306,0.5115,0.0191,5.4299,5.4299,5.4299,5.4299
17946,1,0.7193,0.6984,0.0209,5.3719,5.3719,5.3719,5.3719
17947,1,2.8596,2.814,0.0456,5.931,5.931,5.931,5.931
17949,1,1.7863,1.7536,0.0328,5.6953,5.6953,5.6953,5.6953
17951,1,1.1179,1.0892,0.0287,5.5618,5.5618,5.5618,5.5618
17952,1,0.5455,0.5214,0.0241,5.3595,5.3595,5.3595,5.3595
17957,1,1.1949,1.1646,0.0303,5.5425,5.5425,5.5425,5.5425
17962,411,295.8062,286.6502,9.1561,5.3802,5.3508,4.6816,6.2903
17963,15,114.8821,112.5665,2.3156,5.4046,5.3576,5.3233,5.6951
18027,1,2.5816,2.5476,0.0341,5.7618,5.7618,5.7618,5.7618
18029,1,1.7718,1.7548,0.017,5.781,5.781,5.781,5.781
18031,27,102.6497,100.7879,1.8618,5.4459,5.4089,5.3241,5.9775
18032,1,0.477,0.4588,0.0183,5.3704,5.3704,5.3704,5.3704
18049,1,0.5562,0.5365,0.0196,5.3786,5.3786,5.3786,5.3786
18091,42,23.2521,22.3377,0.9144,5.4478,5.3889,5.3175,5.9595
18129,1,0.594,0.5668,0.0272,5.4842,5.4842,5.4842,5.4842
18144,1,0.278,0.2595,0.0185,5.3485,5.3485,5.3485,5.3485
18150,1,0.4133,0.3896,0.0237,5.3615,5.3615,5.3615,5.3615
18151,6,2.0202,1.8989,0.1214,5.3867,5.3857,5.332,5.459
18155,1,17.4484,16.9887,0.4597,6.3125,6.3125,6.3125,6.3125
18180,1,3.14,3.1043,0.0357,5.7824,5.7824,5.7824,5.7824
18183,1,0.6042,0.5857,0.0185,5.3346,5.3346,5.3346,5.3346
18188,1,1.0179,1.0006,0.0173,5.4898,5.4898,5.4898,5.4898
18210,22,19.0928,18.7626,0.3303,5.4414,5.3655,5.3283,5.8042
18211,150,113.8408,110.336,3.5048,5.3713,5.3352,5.3113,5.8706
18223,9,2.1544,2.0151,0.1393,5.3515,5.3407,5.32,5.4132
18224,1,1.0195,0.9805,0.0389,5.7933,5.7933,5.7933,5.7933
18228,1,0.408,0.3827,0.0253,5.3811,5.3811,5.3811,5.3811
18229,1,0.2472,0.2283,0.0188,5.346,5.346,5.346,5.346
18230,1,0.3362,0.3113,0.0248,5.3948,5.3948,5.3948,5.3948
18231,1,0.3073,0.2846,0.0226,5.4234,5.4234,5.4234,5.4234
18234,1,0.4491,0.425,0.0241,5.4161,5.4161,5.4161,5.4161
18235,1,0.3483,0.3263,0.022,5.3086,5.3086,5.3086,5.3086
18237,1,0.2261,0.2118,0.0143,5.3254,5.3254,5.3254,5.3254
18238,1,0.2988,0.2828,0.016,5.4029,5.4029,5.4029,5.4029
18239,1,0.2493,0.2273,0.022,5.441,5.441,5.441,5.441
18248,3,0.6716,0.6321,0.0395,5.3487,5.3289,5.325,5.3922
18253,2,0.4057,0.3843,0.0215,5.3493,5.3493,5.3447,5.3539
18289,1,0.5917,0.5629,0.0287,5.5093,5.5093,5.5093,5.5093
18306,5,1.9574,1.8351,0.1223,5.6515,5.7159,5.4232,5.853
18326,3,1.1349,1.0687,0.0662,5.4297,5.3412,5.3346,5.6133
18327,1,0.4659,0.4396,0.0262,5.3793,5.3793,5.3793,5.3793
18344,9,3.5042,3.3468,0.1573,5.4172,5.3601,5.3285,5.9392
18363,1,0.4635,0.4359,0.0275,5.7509,5.7509,5.7509,5.7509
18364,18,47.8964,47.2612,0.6352,5.5607,5.5526,5.3256,6.0055
18404,38,86.2094,84.2765,1.9329,5.4251,5.3354,5.3057,5.7652
18406,1,0.2448,0.2297,0.015,5.3184,5.3184,5.3184,5.3184
18417,5,1.4309,1.3286,0.1023,5.4291,5.4492,5.3402,5.4926
18427,1,0.2027,0.1917,0.011,5.3769,5.3769,5.3769,5.3769
18428,9,3.1662,3.0104,0.1558,5.489,5.3473,5.3274,6.0769
18471,1,0.2215,0.2113,0.0101,5.3341,5.3341,5.3341,5.3341
18489,1,0.3984,0.3742,0.0242,5.4146,5.4146,5.4146,5.4146
18517,1,0.7979,0.7643,0.0336,5.8451,5.8451,5.8451,5.8451
18519,3,1.6596,1.587,0.0726,5.41,5.4133,5.3475,5.4692
18525,3,0.9908,0.9308,0.06,5.3939,5.3661,5.363,5.4526
18526,1,0.5625,0.5327,0.0298,5.3308,5.3308,5.3308,5.3308
18527,3,0.7273,0.682,0.0453,5.3301,5.3354,5.3191,5.3358
18536,1,0.3098,0.2917,0.018,5.3912,5.3912,5.3912,5.3912
18538,1,1.0879,1.038,0.0498,6.0095,6.0095,6.0095,6.0095
18539,1,3.3213,3.1887,0.1325,5.6804,5.6804,5.6804,5.6804
18540,183,50.8126,47.3628,3.4498,5.3851,5.3446,5.3095,6.1403
18541,1,0.5897,0.5636,0.0261,5.3424,5.3424,5.3424,5.3424
18545,1,0.2258,0.2165,0.0093,5.3935,5.3935,5.3935,5.3935
18546,155,122.5831,118.5225,4.0606,5.4213,5.3582,5.305,5.9212
18547,1,2.8663,2.8352,0.0311,5.5592,5.5592,5.5592,5.5592
18548,1,1.2527,1.2353,0.0174,5.3979,5.3979,5.3979,5.3979
18550,1,0.6715,0.6442,0.0273,5.3594,5.3594,5.3594,5.3594
18551,1,0.5939,0.5688,0.0252,5.3301,5.3301,5.3301,5.3301
18552,1,0.5457,0.5265,0.0192,5.3405,5.3405,5.3405,5.3405
18580,6,3.7198,3.6086,0.1112,5.3883,5.383,5.3453,5.4583
18630,5,4.9089,4.8037,0.1052,5.3788,5.378,5.3377,5.4024
18643,4,5.6026,5.5106,0.092,5.4496,5.4431,5.3367,5.5754
18671,1,0.516,0.4982,0.0178,5.3386,5.3386,5.3386,5.3386
18675,1,1.8158,1.7852,0.0306,5.7589,5.7589,5.7589,5.7589
18683,1,0.8585,0.8336,0.0249,5.6248,5.6248,5.6248,5.6248
18685,1,0.6626,0.6409,0.0217,5.4024,5.4024,5.4024,5.4024
18692,7,5.2987,5.1554,0.1433,5.4072,5.3612,5.3324,5.6045
18693,1,1.0992,1.076,0.0232,5.7578,5.7578,5.7578,5.7578
18696,1,1.2002,1.1729,0.0273,5.3789,5.3789,5.3789,5.3789
18697,1,3.9508,3.9007,0.0501,6.1608,6.1608,6.1608,6.1608
18703,1,1.5756,1.5431,0.0326,5.732,5.732,5.732,5.732
18710,1,0.6757,0.6589,0.0168,5.3255,5.3255,5.3255,5.3255
18739,3,2.3646,2.31,0.0546,5.3579,5.3658,5.3327,5.3752
18740,1,0.4471,0.4299,0.0172,5.3311,5.3311,5.3311,5.3311
18747,1,0.6713,0.6511,0.0202,5.3486,5.3486,5.3486,5.3486
18748,1,1.6047,1.5756,0.029,5.7804,5.7804,5.7804,5.7804
18749,1,0.4787,0.4594,0.0194,5.3606,5.3606,5.3606,5.3606
18751,1,0.4249,0.4045,0.0204,5.3842,5.3842,5.3842,5.3842
18752,1,1.7149,1.6777,0.0372,5.4742,5.4742,5.4742,5.4742
18818,5,2.8469,2.7526,0.0942,5.3518,5.3525,5.3295,5.3813
18819,4,2.7795,2.6946,0.0849,5.3518,5.3528,5.3299,5.3719
18849,6,3.8893,3.7356,0.1537,5.4496,5.4027,5.3314,5.7799
18851,1,1.2346,1.2134,0.0211,5.4776,5.4776,5.4776,5.4776
18878,2,1.334,1.283,0.051,5.8615,5.8615,5.7632,5.9598
18907,1,0.5364,0.5111,0.0254,5.4879,5.4879,5.4879,5.4879
18914,16,6.3904,6.0381,0.3523,5.4068,5.3672,5.3161,5.8037
18921,1,1.2311,1.2015,0.0296,5.7115,5.7115,5.7115,5.7115
18922,1,0.4088,0.3876,0.0212,5.3485,5.3485,5.3485,5.3485
18928,1,1.1753,1.1421,0.0331,5.6414,5.6414,5.6414,5.6414
18936,1,0.3228,0.3038,0.019,5.5106,5.5106,5.5106,5.5106
18939,1,0.5211,0.4974,0.0237,5.6797,5.6797,5.6797,5.6797
18940,5,4.3423,4.215,0.1273,5.6892,5.7661,5.3743,5.9322
18941,1,0.3315,0.3138,0.0177,5.3361,5.3361,5.3361,5.3361
18945,1,0.3209,0.3038,0.017,5.3582,5.3582,5.3582,5.3582
18946,1,0.3458,0.3297,0.0161,5.3755,5.3755,5.3755,5.3755
18948,1,7.0798,6.9013,0.1785,5.9739,5.9739,5.9739,5.9739
18964,1,0.6976,0.6742,0.0233,5.375,5.375,5.375,5.375
18967,397,327.01,317.7343,9.2756,5.4087,5.3331,5.3075,6.4359
18979,1,0.4689,0.4526,0.0163,5.3411,5.3411,5.3411,5.3411
18980,1,0.7978,0.7766,0.0212,5.3675,5.3675,5.3675,5.3675
18983,1,1.8125,1.7853,0.0273,5.4491,5.4491,5.4491,5.4491
19016,1,0.4883,0.4706,0.0177,5.3394,5.3394,5.3394,5.3394
19017,35,39.3182,38.4782,0.8399,5.4354,5.4062,5.3106,6.0874
19038,1,2.6328,2.6104,0.0224,5.8513,5.8513,5.8513,5.8513
19051,1,0.5273,0.51,0.0173,5.4134,5.4134,5.4134,5.4134
19053,1,0.4495,0.4315,0.0181,5.3291,5.3291,5.3291,5.3291
19063,351,144.1253,137.2383,6.887,5.3727,5.3356,5.3108,6.6389
19065,6,1.9871,1.8668,0.1203,5.4381,5.4346,5.3381,5.5465
19074,1,0.1904,0.1728,0.0176,5.3677,5.3677,5.3677,5.3677
19075,1,0.4244,0.4,0.0244,5.6734,5.6734,5.6734,5.6734
19076,3,1.3639,1.2758,0.0881,5.6899,5.806,5.3806,5.8831
19080,1,0.2021,0.1864,0.0156,5.3359,5.3359,5.3359,5.3359
19112,1,0.3381,0.3185,0.0196,5.599,5.599,5.599,5.599
19123,1,0.5341,0.5052,0.0288,5.5459,5.5459,5.5459,5.5459
19124,1,0.3854,0.3615,0.0239,5.5099,5.5099,5.5099,5.5099
19127,2,0.6986,0.6544,0.0442,5.6028,5.6028,5.4598,5.7458
19128,1,0.2578,0.2407,0.0171,5.5387,5.5387,5.5387,5.5387
19129,1,0.243,0.2258,0.0171,5.5647,5.5647,5.5647,5.5647
19133,3,1.2833,1.2168,0.0664,5.4601,5.4652,5.4034,5.5116
19144,1,0.1808,0.1683,0.0125,5.3316,5.3316,5.3316,5.3316
19146,1,0.1959,0.1826,0.0133,5.3574,5.3574,5.3574,5.3574
19148,1,0.6191,0.5861,0.033,5.8703,5.8703,5.8703,5.8703
19157,1,1.1396,1.0924,0.0472,6.0298,6.0298,6.0298,6.0298
19192,1,0.2609,0.2443,0.0166,5.3303,5.3303,5.3303,5.3303
19215,1,0.2621,0.2444,0.0177,5.3198,5.3198,5.3198,5.3198
19232,13,4.4932,4.2233,0.2699,5.3907,5.3907,5.3201,5.5315
19251,1,0.3142,0.2968,0.0173,5.3576,5.3576,5.3576,5.3576
19287,25,40.7642,39.853,0.9112,5.4988,5.3839,5.3244,6.0031
19295,1,0.7073,0.6902,0.017,5.3134,5.3134,5.3134,5.3134
19299,1,3.6166,3.5717,0.0449,5.9874,5.9874,5.9874,5.9874
19300,1,1.7781,1.7483,0.0298,5.6526,5.6526,5.6526,5.6526
19301,42,30.142,29.1807,0.9613,5.447,5.4049,5.3294,5.9017
19307,45,87.3463,84.1497,3.1967,5.4422,5.376,5.3163,6.1453
19308,386,299.3787,290.7084,8.6704,5.3705,5.3408,5.2965,6.2188
19317,1,0.3617,0.3437,0.018,5.3273,5.3273,5.3273,5.3273
19318,270,233.8312,225.4024,8.4288,5.372,5.3357,5.3056,6.1328
19323,1,0.5466,0.5228,0.0238,5.3507,5.3507,5.3507,5.3507
19327,1,0.3633,0.3414,0.0219,5.3449,5.3449,5.3449,5.3449
19328,1,0.4508,0.4294,0.0214,5.3733,5.3733,5.3733,5.3733
19332,6,11.0869,10.7554,0.3315,5.4613,5.4604,5.3231,5.5732
19333,1,0.5879,0.5623,0.0255,5.5654,5.5654,5.5654,5.5654
19334,2,2.0463,1.9943,0.0519,5.6073,5.6073,5.3317,5.8829
19337,1,0.363,0.344,0.019,5.3421,5.3421,5.3421,5.3421
19341,2,1.1347,1.086,0.0487,5.4937,5.4937,5.4649,5.5224
19343,1,0.5582,0.534,0.0242,5.8982,5.8982,5.8982,5.8982
19344,395,248.9723,240.1605,8.8118,5.3649,5.3398,5.302,6.1846
19350,1,4.3008,4.2693,0.0316,6.1609,6.1609,6.1609,6.1609
19392,2,1.9191,1.8865,0.0327,5.3395,5.3395,5.3288,5.3503
19431,1,4.1225,4.0958,0.0268,5.9601,5.9601,5.9601,5.9601
19446,2,17.4471,17.195,0.252,5.5628,5.5628,5.4485,5.677
19467,2,3.3011,3.2574,0.0437,5.5198,5.5198,5.3246,5.7149
19468,1,0.5816,0.5686,0.013,5.3282,5.3282,5.3282,5.3282
19469,2,2.1426,2.1036,0.0389,5.5545,5.5545,5.5372,5.5718
19470,1,0.6824,0.6672,0.0153,5.3442,5.3442,5.3442,5.3442
19486,2,5.6245,5.5842,0.0404,5.7776,5.7776,5.3303,6.225
19509,1,0.6802,0.6633,0.0169,5.3543,5.3543,5.3543,5.3543
19514,1,4.1845,4.1309,0.0535,6.0675,6.0675,6.0675,6.0675
19563,3,3.2745,3.2198,0.0547,5.3883,5.4045,5.3351,5.4252
19579,1,2.374,2.343,0.031,5.6052,5.6052,5.6052,5.6052
19604,1,0.5396,0.5242,0.0154,5.337,5.337,5.337,5.337
19609,1,1.2856,1.2627,0.0229,5.703,5.703,5.703,5.703
19610,1,0.5389,0.5247,0.0142,5.3247,5.3247,5.3247,5.3247
19611,1,0.8254,0.806,0.0193,5.3203,5.3203,5.3203,5.3203
19619,2,1.3738,1.3325,0.0412,5.3756,5.3756,5.3538,5.3974
19620,9,7.1798,6.9927,0.1871,5.4738,5.3669,5.3195,5.8494
19625,1,3.0121,2.972,0.0401,6.3031,6.3031,6.3031,6.3031
19626,1,1.4219,1.3929,0.029,5.9903,5.9903,5.9903,5.9903
19631,162,239.1647,234.8815,4.2831,5.4021,5.3419,5.3072,6.082
19632,1,0.6513,0.6322,0.0192,5.3392,5.3392,5.3392,5.3392
19633,1,0.4986,0.4829,0.0157,5.3278,5.3278,5.3278,5.3278
19649,3,2.2495,2.1879,0.0616,5.5027,5.3629,5.3335,5.8117
19699,1,0.5496,0.5315,0.0181,5.3317,5.3317,5.3317,5.3317
19725,1,0.5257,0.5081,0.0175,5.3531,5.3531,5.3531,5.3531
19731,424,229.2669,220.1837,9.0833,5.3793,5.3552,5.3088,6.6727
19740,1,0.2509,0.2292,0.0217,5.4596,5.4596,5.4596,5.4596
19762,4,4.873,4.5251,0.3478,5.5045,5.4223,5.3372,5.8361
19770,1,0.4645,0.435,0.0295,5.9133,5.9133,5.9133,5.9133
19779,1,0.7178,0.6757,0.0421,5.7389,5.7389,5.7389,5.7389
19793,24,17.7693,16.7926,0.9767,5.5221,5.3841,5.3357,6.2434
19796,4,1.7649,1.6686,0.0964,5.5791,5.5616,5.3921,5.8011
19809,1,0.3673,0.3375,0.0299,5.3719,5.3719,5.3719,5.3719
19816,1,0.3414,0.3201,0.0213,5.5815,5.5815,5.5815,5.5815
19817,1,0.4055,0.3821,0.0234,5.3273,5.3273,5.3273,5.3273
19824,1,0.3092,0.2899,0.0193,5.332,5.332,5.332,5.332
19826,2,8.1172,8.0388,0.0785,6.0596,6.0596,5.7853,6.3339
19832,1,0.4594,0.4405,0.0189,5.3341,5.3341,5.3341,5.3341
19839,1,2.7699,2.7498,0.0201,6.0819,6.0819,6.0819,6.0819
19840,1,0.5415,0.5226,0.0189,5.4016,5.4016,5.4016,5.4016
19841,1,0.4378,0.4192,0.0187,5.389,5.389,5.389,5.389
19842,1,2.9357,2.8977,0.038,5.4614,5.4614,5.4614,5.4614
19843,1,0.4065,0.3886,0.0179,5.34,5.34,5.34,5.34
19844,1,1.3804,1.3575,0.0228,5.918,5.918,5.918,5.918
19864,61,29.3326,28.0204,1.3122,5.3846,5.3646,5.3218,5.6368
19871,1,0.3744,0.353,0.0214,5.4216,5.4216,5.4216,5.4216
19872,337,152.2065,145.4341,6.7725,5.3621,5.3373,5.3064,6.4322
19873,259,407.4515,399.5602,7.8913,5.4446,5.3658,5.3099,6.2102
19879,2,4.0624,4.0264,0.0361,5.3753,5.3753,5.3668,5.3838
19907,2,2.3963,2.3589,0.0374,5.3953,5.3953,5.3402,5.4503
19911,1,1.654,1.6396,0.0144,5.5048,5.5048,5.5048,5.5048
19914,7,5.1049,5.0246,0.0803,5.3347,5.3322,5.328,5.3424
19932,2,15.3074,15.0886,0.2188,5.5298,5.5298,5.3664,5.6932
19933,2,1.7758,1.7389,0.0369,5.3245,5.3245,5.315,5.334
19980,3,8.1827,8.0914,0.0912,5.6295,5.7182,5.4504,5.72
19981,10,10.5581,10.3674,0.1906,5.5588,5.601,5.4083,5.6619
19982,2,14.4712,14.3672,0.104,6.4207,6.4207,6.4187,6.4227
19983,7,8.1988,8.0725,0.1263,5.3926,5.4069,5.3388,5.4432
19990,1,0.7904,0.7749,0.0154,5.318,5.318,5.318,5.318
19999,1,0.8751,0.8559,0.0192,5.4252,5.4252,5.4252,5.4252
20000,1,0.5938,0.5759,0.018,5.3526,5.3526,5.3526,5.3526
20005,1,1.3006,1.2672,0.0335,5.4407,5.4407,5.4407,5.4407
20006,1,0.6879,0.6697,0.0182,5.4061,5.4061,5.4061,5.4061
20012,1,5.5603,5.4967,0.0636,5.6546,5.6546,5.6546,5.6546
20018,1,1.3017,1.2678,0.0339,5.3875,5.3875,5.3875,5.3875
20033,1,7.8213,7.6918,0.1295,5.6801,5.6801,5.6801,5.6801
20035,1,0.6627,0.6405,0.0221,5.3318,5.3318,5.3318,5.3318
20037,1,1.8567,1.8253,0.0314,5.5835,5.5835,5.5835,5.5835
20038,1,0.4209,0.4047,0.0162,5.3417,5.3417,5.3417,5.3417
20039,1,13.49,13.2723,0.2176,5.6773,5.6773,5.6773,5.6773
20043,1,78.4934,77.0739,1.4195,5.5888,5.5888,5.5888,5.5888
20052,5,13.411,13.1498,0.2613,5.5204,5.5114,5.3381,5.8713
20067,1,0.6682,0.6516,0.0166,5.3523,5.3523,5.3523,5.3523
20114,4,5.4154,5.3316,0.0839,5.4863,5.4597,5.4,5.626
20140,1,1.1517,1.132,0.0198,5.3929,5.3929,5.3929,5.3929
20142,1,0.8242,0.8024,0.0218,5.3787,5.3787,5.3787,5.3787
20148,1,1.039,1.0156,0.0234,5.3673,5.3673,5.3673,5.3673
20155,24,46.409,45.4288,0.9802,5.4203,5.3516,5.3274,6.0202
20156,21,23.7099,23.2964,0.4135,5.4073,5.3853,5.3219,5.5746
20159,1,3.6634,3.6356,0.0278,6.159,6.159,6.159,6.159
20160,4,11.2455,11.0489,0.1966,5.4773,5.4228,5.3394,5.7241
20176,4,5.2297,5.0981,0.1316,5.7143,5.7256,5.6117,5.7943
20182,1,0.185,0.1718,0.0132,5.374,5.374,5.374,5.374
20183,1,0.4327,0.408,0.0246,5.5607,5.5607,5.5607,5.5607
20190,1,0.3505,0.3284,0.0221,6.0883,6.0883,6.0883,6.0883
20191,1,0.252,0.235,0.017,5.3234,5.3234,5.3234,5.3234
20195,1,0.3856,0.3563,0.0293,5.4847,5.4847,5.4847,5.4847
20196,1,0.2402,0.2209,0.0193,5.4206,5.4206,5.4206,5.4206
20198,1,0.1896,0.1735,0.0161,5.3362,5.3362,5.3362,5.3362
20199,1,0.185,0.1716,0.0133,5.3334,5.3334,5.3334,5.3334
20200,1,0.2428,0.2285,0.0143,5.4508,5.4508,5.4508,5.4508
20201,1,1.3804,1.3297,0.0507,5.4795,5.4795,5.4795,5.4795
20202,2,0.5338,0.5005,0.0332,5.4208,5.4208,5.4058,5.4357
20203,4,4.2785,4.1204,0.1581,5.9045,5.8861,5.848,5.9976
20206,1,0.5758,0.5471,0.0287,6.0099,6.0099,6.0099,6.0099
20207,1,0.2104,0.1988,0.0115,5.3251,5.3251,5.3251,5.3251
20221,1,1.209,1.1631,0.0459,5.5104,5.5104,5.5104,5.5104
20227,88,52.2136,49.6872,2.5264,5.4267,5.3513,5.3052,6.2145
20235,1,0.7537,0.7307,0.0229,5.7354,5.7354,5.7354,5.7354
20238,1,0.3468,0.3299,0.0168,5.3479,5.3479,5.3479,5.3479
20255,1,0.4973,0.47,0.0273,5.3362,5.3362,5.3362,5.3362
20260,1,4.5749,4.4857,0.0892,5.7076,5.7076,5.7076,5.7076
20270,1,0.6181,0.5938,0.0243,5.4615,5.4615,5.4615,5.4615
20287,1,0.3398,0.3217,0.0181,5.3448,5.3448,5.3448,5.3448
20314,21,30.0872,28.6198,1.4674,5.5315,5.3966,5.326,6.3432
20333,1,2.3107,2.2512,0.0596,6.5103,6.5103,6.5103,6.5103
20335,1,0.6138,0.5906,0.0232,5.305,5.305,5.305,5.305
20339,9,4.3954,4.1793,0.2161,5.5141,5.4741,5.3403,5.8226
20343,1,2.8202,2.7488,0.0715,5.7251,5.7251,5.7251,5.7251
20344,1,0.6007,0.5737,0.027,5.4029,5.4029,5.4029,5.4029
20355,72,57.6652,55.7917,1.8735,5.397,5.3532,5.3152,6.117
20357,1,0.3424,0.3206,0.0218,5.3481,5.3481,5.3481,5.3481
20363,1,0.3116,0.2961,0.0154,5.3291,5.3291,5.3291,5.3291
20368,1,0.3053,0.2889,0.0164,5.3308,5.3308,5.3308,5.3308
20369,1,0.3356,0.316,0.0196,5.3538,5.3538,5.3538,5.3538
20370,2,1.941,1.8838,0.0572,5.3776,5.3776,5.3744,5.3808
20371,2,0.623,0.584,0.0389,5.3517,5.3517,5.3294,5.374
20372,1,0.6155,0.5861,0.0294,5.5914,5.5914,5.5914,5.5914
20379,2,0.5681,0.53,0.0381,5.3487,5.3487,5.334,5.3634
20380,1,5.4662,5.3157,0.1505,6.0045,6.0045,6.0045,6.0045
20386,1,0.509,0.4851,0.0239,5.4089,5.4089,5.4089,5.4089
20390,1,0.2723,0.2567,0.0156,5.341,5.341,5.341,5.341
20391,2,8.0703,7.8031,0.2672,5.5029,5.5029,5.3331,5.6728
20424,3,1.8724,1.814,0.0584,5.3799,5.4014,5.3281,5.4102
20425,6,4.2622,4.1345,0.1277,5.3977,5.3957,5.3398,5.4491
20461,156,177.4807,172.4547,5.026,5.4255,5.3499,5.3106,6.2765
20467,1,2.585,2.5551,0.03,5.4737,5.4737,5.4737,5.4737
20477,1,1.2571,1.2317,0.0254,5.4415,5.4415,5.4415,5.4415
20516,1,0.8069,0.7886,0.0184,5.4376,5.4376,5.4376,5.4376
20521,1,7.1456,7.0565,0.089,5.7193,5.7193,5.7193,5.7193
20545,1,3.7003,3.6789,0.0214,6.0042,6.0042,6.0042,6.0042
20571,1,0.706,0.6886,0.0174,5.3716,5.3716,5.3716,5.3716
20590,1,7.1403,6.9763,0.164,5.7833,5.7833,5.7833,5.7833
20591,1,1.1695,1.1437,0.0258,5.7412,5.7412,5.7412,5.7412
20592,1,0.7412,0.7121,0.0291,5.3351,5.3351,5.3351,5.3351
20602,1,1.8436,1.8176,0.0261,5.6724,5.6724,5.6724,5.6724
20603,1,0.4188,0.4019,0.0169,5.3522,5.3522,5.3522,5.3522
20604,1,0.5993,0.5797,0.0196,5.3234,5.3234,5.3234,5.3234
20627,45,42.2478,41.2464,1.0014,5.4367,5.3862,5.314,5.8508
20636,2,3.5255,3.4451,0.0804,5.9626,5.9626,5.9418,5.9833
20640,44,39.1964,38.1489,1.0476,5.4287,5.3646,5.3154,5.8407
20661,1,0.3582,0.3399,0.0182,5.3349,5.3349,5.3349,5.3349
20672,2,3.8508,3.78,0.0709,5.7566,5.7566,5.6854,5.8277
20673,3,3.2722,3.1509,0.1213,5.7472,5.7449,5.7317,5.7651
20682,6,2.2448,2.0979,0.1469,5.6577,5.7563,5.3533,5.8327
20686,1,0.9593,0.9288,0.0305,5.3683,5.3683,5.3683,5.3683
20732,1,0.5354,0.512,0.0234,5.4945,5.4945,5.4945,5.4945
20733,1,0.3448,0.3254,0.0194,5.3374,5.3374,5.3374,5.3374
20735,1,1.3217,1.287,0.0347,5.55,5.55,5.55,5.55
20765,188,206.3643,201.3921,4.9721,5.437,5.34,5.3117,6.446
20792,1,0.6321,0.613,0.0191,5.4135,5.4135,5.4135,5.4135
20801,6,13.6367,13.4264,0.2103,5.4069,5.4086,5.3594,5.463
20805,10,21.1293,20.7604,0.3689,5.5192,5.3771,5.3459,6.085
20809,1,9.7109,9.4866,0.2243,5.6844,5.6844,5.6844,5.6844
20821,4,2.4399,2.351,0.089,5.3831,5.3637,5.3386,5.4662
20822,4,3.4352,3.3413,0.094,5.3952,5.3804,5.3227,5.4971
20826,1,10.8863,10.7318,0.1545,5.9698,5.9698,5.9698,5.9698
20859,8,5.1385,5.0078,0.1307,5.4003,5.3603,5.3406,5.6605
20860,2,10.4146,10.287,0.1276,5.7748,5.7748,5.4565,6.093
20861,1,0.7318,0.7142,0.0175,5.3472,5.3472,5.3472,5.3472
20863,1,9.7234,9.5794,0.144,5.8662,5.8662,5.8662,5.8662
20864,1,0.5341,0.5185,0.0156,5.3292,5.3292,5.3292,5.3292
20865,1,1.2534,1.2294,0.024,5.4148,5.4148,5.4148,5.4148
20866,1,0.5727,0.5537,0.019,5.3299,5.3299,5.3299,5.3299
20867,1,0.4567,0.4396,0.0171,5.3634,5.3634,5.3634,5.3634
20868,1,0.8637,0.8426,0.0211,5.4555,5.4555,5.4555,5.4555
20869,1,0.7413,0.7197,0.0216,5.3939,5.3939,5.3939,5.3939
20874,1,0.4475,0.4314,0.016,5.3558,5.3558,5.3558,5.3558
20876,1,1.1039,1.081,0.0229,5.8867,5.8867,5.8867,5.8867
20877,1,1.5445,1.5188,0.0257,5.3217,5.3217,5.3217,5.3217
20878,6,10.3475,10.1949,0.1525,5.4235,5.3752,5.3534,5.6179
20891,1,1.1701,1.1454,0.0247,5.3496,5.3496,5.3496,5.3496
20892,2,1.9774,1.933,0.0444,5.4031,5.4031,5.3277,5.4786
20906,4,6.136,6.022,0.1139,5.537,5.546,5.3495,5.7066
20907,5,8.2926,8.1065,0.1861,5.5155,5.4468,5.4073,5.8278
20940,57,99.8261,97.7245,2.1016,5.4402,5.3382,5.3102,5.7763
20945,1,1.1034,1.0837,0.0197,5.3582,5.3582,5.3582,5.3582
20952,1,2.4114,2.3903,0.0211,5.6425,5.6425,5.6425,5.6425
20953,1,10.878,10.6748,0.2032,5.6914,5.6914,5.6914,5.6914
20957,1,0.6235,0.6038,0.0198,5.3158,5.3158,5.3158,5.3158
20974,1,3.5003,3.4593,0.041,6.0406,6.0406,6.0406,6.0406
20975,6,12.6533,12.3342,0.3191,5.5191,5.3387,5.3161,6.0112
